name,sku,selling_price,original_price,currency,availability,color,category,source,breadcrumbs,description,brand,country,language,average_rating,reviews_count
Racer TR21 Shoes,H05765,60,$75 ,USD,InStock,Blue,Shoes,adidas United States,Men/Shoes,"Bring the comfort and athletic style of running footwear to your everyday look in these adidas shoes. Step through your day confidently with a snug fit and a lightweight midsole that cushions your feet with every step.,,This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",adidas,USA,en,4.6,377
Ultraboost DNA 1.0 Shoes,H05264,144,$180 ,USD,InStock,Green,Shoes,adidas United States,Running/Shoes,"Bringing it back to the OG pair. These shoes have the same knit pattern we used on the very first Ultraboosts from 2015. Although it carries the DNA of performance running, these trainers are built for the day-to-day. The adidas Primeknit upper has a supportive feel, and the Boost midsole offers comfort you'll have to feel to believe.",adidas,USA,en,4.8,584
NMD_R1 V2 Shoes,GX0538,112,$140 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,"The future is now. Make the most of today, tomorrow and every day after. Inspired by archival running shoes from the '80s, NMD was created in 2015 to merge everyday style sensibility with modern technologies. These adidas NMD_R1 V2 sneakers keep your feet cushioned and energized with Boost and wrapped up in chic transparent details so you can seize the day your way. The future is yours. Get after it.",adidas,USA,en,4.5,223
Racer TR21 Shoes,GZ8193,60,$75 ,USD,InStock,Blue,Shoes,adidas United States,Men/Shoes,"Stay comfortable and light on your feet through every step of your day in these shoes. Running-inspired cushioning is lightweight underfoot. The 3-Stripes design brings classic adidas style to any look. ,,This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",adidas,USA,en,4.6,377
NMD_R1 V2 Shoes,GX0544,112,$140 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,"The future is now. Make the most of today, tomorrow and every day after. Inspired by archival running shoes from the '80s, NMD was created in 2015 to merge everyday style sensibility with modern technologies. These adidas NMD_R1 V2 sneakers keep your feet cushioned and energized with Boost and wrapped up in chic transparent details so you can seize the day your way. The future is yours. Get after it.",adidas,USA,en,4.5,223
Response Super 2.0 Shoes,H04566,81,$90 ,USD,InStock,Blue,Shoes,adidas United States,Men/Shoes,"Move through your day feeling comfortable and ready for anything with these adidas running shoes. A mesh upper is breathable, keeping your feet fresh even on warm days. Energized cushioning puts a spring in every step you take.,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.5,94
Response Super 2.0 Shoes,H04565,81,$90 ,USD,InStock,Black,Shoes,adidas United States,Men/Shoes,"Move through your day feeling comfortable and ready for anything with these adidas running shoes. A mesh upper is breathable, keeping your feet fresh even on warm days. Energized cushioning puts a spring in every step you take.,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.5,94
OZWEEGO Pure Shoes,H04226,96,$120 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,"The whole ""don't judge a book by its cover"" thing? We get it. We also believe in an exception to the rule, and this adidas sneaker is one of them. Because these shoes are serving up exactly what you see at first glance — bold, distinctive style. Only thing not immediately visible is their comfort, but you feel it the moment you step into them, thanks to Adiprene cushioning.",adidas,USA,en,4.6,318
Response Super 2.0 Shoes,H02025,63,$90 ,USD,InStock,Grey,Shoes,adidas United States,Women/Shoes,"From a morning run in the park to an afternoon at the gym and everything in between, crush your workouts in versatile comfort with these adidas running shoes. A snug-fitting upper gives you ankle support with a full range of motion. Responsive Boost cushioning keeps your feet always feeling ready for that next step.,,This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",adidas,USA,en,4.2,38
ZX 2K Boost Shoes,FY2637,84,$120 ,USD,InStock,White,Shoes,adidas United States,Kids/Shoes,"Some people live in the past. Some only think of the future. Lace up in these juniors' adidas ZX 2K Boost Shoes and see the value in both. Reworking '80s technical runners from the archive, a sandwich mesh upper pairs with futuristic TPU overlays for a look that's part past, part future. Bold logo graphics stand out on the comfortable Boost midsole for a purely modern edge.",adidas,USA,en,4.8,80
ZX 2K Boost Shoes,GY5062,84,$120 ,USD,InStock,White,Shoes,adidas United States,Kids/Shoes,"Y'all ready for this? The next era of adidas innovation collides with comfort. These juniors' ZX 2K Boost Shoes build on a legacy of adidas running that started in the '80s and hasn't stopped. By combining Boost cushioning with progressive styling, the ZX dynasty moves into the future with modern, street-ready spirit.",adidas,USA,en,4.8,80
Racer TR21 Shoes,H00651,60,$75 ,USD,InStock,White,Shoes,adidas United States,Women/Shoes,"These adidas shoes bring the athletic style of running footwear to your everyday look. Move confidently through your day in a comfortably snug fit and a lightweight midsole that provides all-day cushioning underfoot.,,This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",adidas,USA,en,4.8,78
Lite Racer Adapt 4.0 Shoes,H04808,46,$65 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,"Casual style that's easy to get on and off. You'll want to wear these adidas shoes every day of the week. Inspired by classic running looks, these shoes have a bold adidas graphic on the midfoot band. A mesh upper adds breathability, and the Cloudfoam midsole is ultra comfortable.,,This product is made with Primegreen, a series of high-performance recycled materials. 50% of upper is recycled content. No virgin polyester.",adidas,USA,en,4.6,395
ZX 2K Boost Shoes,FY2638,84,$120 ,USD,InStock,Yellow,Shoes,adidas United States,Kids/Shoes,"Some people live in the past. Some only think of the future. Lace up in these juniors' adidas ZX 2K Boost Shoes and see the value in both. Reworking '80s technical runners from the archive, a sandwich mesh upper pairs with futuristic TPU overlays for a look that's part past, part future. Bold logo graphics stand out on the comfortable Boost midsole for a purely modern edge.",adidas,USA,en,4.8,80
Racer TR21 Shoes,GZ8194,60,$75 ,USD,InStock,Grey,Shoes,adidas United States,Men/Shoes,"Stay comfortable and light on your feet through every step of your day in these shoes. Running-inspired cushioning is lightweight underfoot. The 3-Stripes design brings classic adidas style to any look. ,,This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",adidas,USA,en,4.6,377
Racer TR Slides,G58171,28,$35 ,USD,InStock,Blue,Shoes,adidas United States,Swim/Shoes,"Introduced in 1972, the beloved adidas Adilette slides have been much copied but never surpassed. Designed to transition seamlessly from the beach to the locker room to running errands around town, this version has a soft EVA bandage upper and a comfortable contoured footbed.",adidas,USA,en,4.4,79
Ultraboost Slip-On DNA Shoes,H02816,108,$180 ,USD,InStock,Black,Shoes,adidas United States,Women/Shoes,"Swift, light and even more effortless than before. These adidas Ultraboost running shoes have a slip-on design that gets you out the door fast and a soft upper that adapts to your foot for a barely-there feel. The Boost midsole returns energy endlessly as you rack up the miles and a flexible sole keeps your stride smooth over blacktop, dirt and slick surfaces. Whatever the distance, whatever the destination, enjoy the ride.,,This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",adidas,USA,en,4.5,385
ZX 1K Shoes,Q46276,46,$65 ,USD,InStock,Black,Shoes,adidas United States,Kids/Shoes,"There's no slowing kids down. They grow more, eat more, do more and know more seemingly every day. Keeping up with them can be tough, but these adidas ZX 1K Shoes are up for the job. They've got a long history of running on their side, which means they're all about fast moves and comfort. Lace kids into them and just watch as they step into their own.,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.7,17
ZX 1K Shoes,Q46278,46,$65 ,USD,InStock,White,Shoes,adidas United States,Kids/Shoes,"There's no slowing kids down. They grow more, eat more, do more and know more seemingly every day. Keeping up with them can be tough, but these adidas ZX 1K Shoes are up for the job. They've got a long history of running on their side, which means they're all about fast moves and comfort. Lace kids into them and just watch as they step into their own.,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.7,17
Racer TR21 Shoes,GZ8191,60,$75 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,"Stay comfortable and light on your feet through every step of your day in these shoes. Running-inspired cushioning is lightweight underfoot. The 3-Stripes design brings classic adidas style to any look. ,,This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",adidas,USA,en,4.6,377
